name,year,commodity,code,subtotal,id,file_name,1145E,114522E,1212E,141E,1143E,143E,1141E,1151E,1415E31,1415E32,12E,1153E1,11451E,1421E,144E1,14E,115E,1412E,113E,114521E,111E,1415E1,142E,1412E2,1412E1,1142E,1112E2,1112E1,11E,1152E,1415E,1413E,116E,1422E,114E,1415E4,1415E5,112E,1415E2
Anglogold Ashanti International,2012,,anglogold_ashanti_international2012,5162056.0,na,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5162056.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Chirano Gold Mines Ltd,2012,Gold,chirano_gold_mines_ltd2012gold,192122239.0,109G000038,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,57507.0,na,na,40456808.0,na,0.0,na,na,na,151607924.0,na,na,na,na,na,na,na,na,na,na,na
Ghana Bauxite Compny Ltd,2012,Bauxite,ghana_bauxite_compny_ltd2012bauxite,1996845.0,665G000003,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11576.0,na,na,1985269.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Ghana Manganese Company,2012,Manganese,ghana_manganese_company2012manganese,28905152.0,365G000002,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,50643.0,na,na,10114274.0,na,1668375.0,na,na,na,17071860.0,na,na,na,na,na,na,na,na,na,na,na
Golden Star (Wassa) Ltd,2012,Gold/Diamond,golden_star_(wassa)_ltd2012gold/diamond,21828134.0,324G000112,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,21828134.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Golden Star Prestea/Bogoso,2012,Gold/Diamond,golden_star_prestea/bogoso2012gold/diamond,22852965.0,621G000008,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,39239.0,na,na,22813726.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Goldfields Ghana Ltd,2012,Gold,goldfields_ghana_ltd2012gold,407078895.0,565G000001,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,473314.0,na,na,102422421.0,na,19049000.0,na,na,na,285134160.0,na,na,na,na,na,na,na,na,na,na,na
Newmont Ghana Gold Ltd,2012,Gold,newmont_ghana_gold_ltd2012gold,291273113.0,516G000001,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,47038033.0,na,0.0,na,na,na,244235080.0,na,na,na,na,na,na,na,na,na,na,na
Newmont Golden Ridge Ltd,2012,Gold,newmont_golden_ridge_ltd2012gold,0.0,516G000001,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,0.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Noble Gold Mining Co.,2012,Gold,noble_gold_mining_co.2012gold,756091.0,524V018617,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,42792.0,na,na,713299.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Perseus  Mining (Ghana ) Co.,2012,Gold,perseus__mining_(ghana_)_co.2012gold,24051513.0,624V003018,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,24051513.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Prestea Sankofa Gold Ltd,2012,Gold,prestea_sankofa_gold_ltd2012gold,3094356.0,None,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2956.0,na,na,3091400.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
West African Quarries,2012,Limestone,west_african_quarries2012limestone,1226624.0,None,2012 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,1030799.0,na,0.0,na,na,na,195825.0,na,na,na,na,na,na,na,na,na,na,na
Government Total,2012,all,gov_total2012all,541977889.66,governments,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,286220579.0,570138.13,na,150978839.53,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Companies Subtotal,2012,all,co_total2012all,541510082.8399999,companies,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,286220579.38,102330.51,na,150978839.53,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Ghana National Petroleum Corporation,2012,Oil,ghana_national_petroleum_corporation2012oil,541071323.0,na,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,286220579.38,0.0,na,150642410.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Tullow (Ghana) Ltd,2012,Oil,tullow_(ghana)_ltd2012oil,63866.95,209G000648,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,63866.95,na,0.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Kosmos Energy Ghana HC,2012,Oil,kosmos_energy_ghana_hc2012oil,35438.56,209G000045,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,35438.56,na,0.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Anardako (Ghana) Ltd,2012,Oil,anardako_(ghana)_ltd2012oil,0.0,824V062391,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,0.0,na,0.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Saltpond Oil Fields Ltd,2012,Oil,saltpond_oil_fields_ltd2012oil,339454.33,P0001959115,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,3025.0,na,336429.33,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Sabre Oil & Gas Holdings Ltd,2012,Oil,sabre_oil_&_gas_holdings_ltd2012oil,0.0,724V043206,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,0.0,na,0.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Petro SA,2012,Oil,petro_sa2012oil,0.0,V000333547X,2012 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,0.0,na,0.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Government Total,2013,all,gov_total2013all,828430763.0,governments,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1688763.0,0.0,na,368864143.0,na,1130685.0,na,na,na,456747172.0,na,na,na,na,0.0,na,na,na,na,na,na
Companies Subtotal,2013,all,co_total2013all,827941486.42,companies,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1414029.0,na,na,368927218.41999996,na,1130685.0,na,na,na,456469554.0,na,na,na,na,na,na,na,na,na,na,na
Abosso Goldfields Ltd,2013,Gold/Silver,abosso_goldfields_ltd2013gold/silver,28177714.23,614G000005,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,61035.0,na,na,22526890.23,na,0.0,na,na,na,5589789.0,na,na,na,na,na,na,na,na,na,na,na
Adamus Resources Ltd,2013,Gold/other Base,adamus_resources_ltd2013gold/other_base,14953065.0,524G000234,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,28000.0,na,na,14925065.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Anglogold Ashanti (Ghana) Ltd,2013,Gold/Diamond,anglogold_ashanti_(ghana)_ltd2013gold/diamond,23982926.0,721G000012,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,430253.0,na,na,22421988.0,na,1130685.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Anglogold Ashanti (Iduapriem),2013,Gold/Diamond,anglogold_ashanti_(iduapriem)2013gold/diamond,22679409.0,421G000014,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,99903.0,na,na,17235132.0,na,0.0,na,na,na,5344374.0,na,na,na,na,na,na,na,na,na,na,na
Anglogold Ashanti International,2013,,anglogold_ashanti_international2013,0.0,na,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,0.0,na,0.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Chirano Gold Mines Ltd,2013,Gold,chirano_gold_mines_ltd2013gold,122492800.19,109G000038,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,175000.0,na,na,42141163.19,na,0.0,na,na,na,80176637.0,na,na,na,na,na,na,na,na,na,na,na
Ghana Bauxite Compny Ltd,2013,Bauxite,ghana_bauxite_compny_ltd2013bauxite,3419198.0,665G000003,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,36000.0,na,na,3383198.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Ghana Manganese Company,2013,Manganese,ghana_manganese_company2013manganese,37134557.0,365G000002,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,50643.0,na,na,10286750.0,na,0.0,na,na,na,26797164.0,na,na,na,na,na,na,na,na,na,na,na
Golden Star (Wassa) Ltd,2013,Gold/Diamond,golden_star_(wassa)_ltd2013gold/diamond,74088072.8,324G000112,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,56000.0,na,na,26291802.8,na,0.0,na,na,na,47740270.0,na,na,na,na,na,na,na,na,na,na,na
Golden Star Prestea/Bogoso,2013,Gold/Diamond,golden_star_prestea/bogoso2013gold/diamond,23472243.0,621G000008,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,39239.0,na,na,23433004.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Goldfields Ghana Ltd,2013,Gold,goldfields_ghana_ltd2013gold,210366309.74,565G000001,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,285170.0,na,na,97439101.74,na,0.0,na,na,na,112642038.0,na,na,na,na,na,na,na,na,na,na,na
Newmont Ghana Gold Ltd,2013,Gold,newmont_ghana_gold_ltd2013gold,226405055.26,516G000001,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,48289010.26,na,0.0,na,na,na,178116045.0,na,na,na,na,na,na,na,na,na,na,na
Newmont Golden Ridge Ltd,2013,Gold,newmont_golden_ridge_ltd2013gold,8342795.0,516G000001,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,8342795.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Noble Gold Mining Co.,2013,Gold,noble_gold_mining_co.2013gold,2957223.0,524V018617,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,150000.0,na,na,2807223.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Perseus  Mining (Ghana ) Co.,2013,Gold,perseus__mining_(ghana_)_co.2013gold,27624584.2,624V003018,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,27624584.2,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Prestea Sankofa Gold Ltd,2013,Gold,prestea_sankofa_gold_ltd2013gold,411881.0,None,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2786.0,na,na,409095.0,na,0.0,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
West African Quarries,2013,Limestone,west_african_quarries2013limestone,1433653.0,None,2013 Ghana - Mining (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,na,1370416.0,na,0.0,na,na,na,63237.0,na,na,na,na,na,na,na,na,na,na,na
Government Total,2013,all,gov_total2013all,846413034.33,governments,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,332511716.0,676418.33,na,175177206.0,na,0.0,na,na,na,216985498.0,na,na,na,na,na,na,na,na,na,na,na
Companies Subtotal,2013,all,co_total2013all,845870483.7,companies,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,332511716.3,133867.65,na,175177206.47,na,na,na,na,na,216985497.56,na,na,na,na,na,na,na,na,na,na,na
Ghana National Petroleum Corporation,2013,Oil,ghana_national_petroleum_corporation2013oil,628580078.49,na,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,332511716.3,0.0,na,175006166.47,na,na,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Tullow (Ghana) Ltd,2013,Oil,tullow_(ghana)_ltd2013oil,107025730.31,209G000648,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,116358.75,na,0.0,na,na,na,na,na,106909371.56,na,na,na,na,na,na,na,na,na,na,na
Kosmos Energy Ghana HC,2013,Oil,kosmos_energy_ghana_hc2013oil,55021795.9,209G000045,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,16953.9,na,0.0,na,na,na,na,na,55004842.0,na,na,na,na,na,na,na,na,na,na,na
Anardako (Ghana) Ltd,2013,Oil,anardako_(ghana)_ltd2013oil,55071284.0,824V062391,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,0.0,na,0.0,na,na,na,na,na,55071284.0,na,na,na,na,na,na,na,na,na,na,na
Saltpond Oil Fields Ltd,2013,Oil,saltpond_oil_fields_ltd2013oil,171595.0,P0001959115,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,555.0,na,171040.0,na,na,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Sabre Oil & Gas Holdings Ltd,2013,Oil,sabre_oil_&_gas_holdings_ltd2013oil,0.0,724V043206,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,0.0,na,0.0,na,na,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
Petro SA,2013,Oil,petro_sa2013oil,0.0,V000333547X,2013 Ghana - Oil-Gas (draft).xlsx,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,0.0,na,0.0,na,na,na,na,na,0.0,na,na,na,na,na,na,na,na,na,na,na
