name,year,commodity,code,companyID,file_name,gfs_code,gfs_name,value
Newmont Golden Ridge Ltd,2013,Gold,newmont_golden_ridge_ltd2013gold,516G000001,2013 Ghana - Mining (draft).xlsx,1415E1,Royalties,8342795.0
Noble Gold Mining Co.,2013,Gold,noble_gold_mining_co.2013gold,524V018617,2013 Ghana - Mining (draft).xlsx,113E,Taxes on property,150000.0
Noble Gold Mining Co.,2013,Gold,noble_gold_mining_co.2013gold,524V018617,2013 Ghana - Mining (draft).xlsx,1412E2,From government participation (equity),0.0
Noble Gold Mining Co.,2013,Gold,noble_gold_mining_co.2013gold,524V018617,2013 Ghana - Mining (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",0.0
Noble Gold Mining Co.,2013,Gold,noble_gold_mining_co.2013gold,524V018617,2013 Ghana - Mining (draft).xlsx,1415E1,Royalties,2807223.0
Perseus  Mining (Ghana ) Co.,2013,Gold,perseus__mining_(ghana_)_co.2013gold,624V003018,2013 Ghana - Mining (draft).xlsx,113E,Taxes on property,0.0
Perseus  Mining (Ghana ) Co.,2013,Gold,perseus__mining_(ghana_)_co.2013gold,624V003018,2013 Ghana - Mining (draft).xlsx,1412E2,From government participation (equity),0.0
Perseus  Mining (Ghana ) Co.,2013,Gold,perseus__mining_(ghana_)_co.2013gold,624V003018,2013 Ghana - Mining (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",0.0
Perseus  Mining (Ghana ) Co.,2013,Gold,perseus__mining_(ghana_)_co.2013gold,624V003018,2013 Ghana - Mining (draft).xlsx,1415E1,Royalties,27624584.2
Prestea Sankofa Gold Ltd,2013,Gold,prestea_sankofa_gold_ltd2013gold,None,2013 Ghana - Mining (draft).xlsx,113E,Taxes on property,2786.0
Prestea Sankofa Gold Ltd,2013,Gold,prestea_sankofa_gold_ltd2013gold,None,2013 Ghana - Mining (draft).xlsx,1412E2,From government participation (equity),0.0
Prestea Sankofa Gold Ltd,2013,Gold,prestea_sankofa_gold_ltd2013gold,None,2013 Ghana - Mining (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",0.0
Prestea Sankofa Gold Ltd,2013,Gold,prestea_sankofa_gold_ltd2013gold,None,2013 Ghana - Mining (draft).xlsx,1415E1,Royalties,409095.0
West African Quarries,2013,Limestone,west_african_quarries2013limestone,None,2013 Ghana - Mining (draft).xlsx,113E,Taxes on property,0.0
West African Quarries,2013,Limestone,west_african_quarries2013limestone,None,2013 Ghana - Mining (draft).xlsx,1412E2,From government participation (equity),0.0
West African Quarries,2013,Limestone,west_african_quarries2013limestone,None,2013 Ghana - Mining (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",63237.0
West African Quarries,2013,Limestone,west_african_quarries2013limestone,None,2013 Ghana - Mining (draft).xlsx,1415E1,Royalties,1370416.0
Ghana National Petroleum Corporation,2013,Oil,ghana_national_petroleum_corporation2013oil,na,2013 Ghana - Oil-Gas (draft).xlsx,113E,Taxes on property,332511716.3
Ghana National Petroleum Corporation,2013,Oil,ghana_national_petroleum_corporation2013oil,na,2013 Ghana - Oil-Gas (draft).xlsx,114521E,Licence fees,0.0
Ghana National Petroleum Corporation,2013,Oil,ghana_national_petroleum_corporation2013oil,na,2013 Ghana - Oil-Gas (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",0.0
Ghana National Petroleum Corporation,2013,Oil,ghana_national_petroleum_corporation2013oil,na,2013 Ghana - Oil-Gas (draft).xlsx,1415E1,Royalties,175006166.47
Tullow (Ghana) Ltd,2013,Oil,tullow_(ghana)_ltd2013oil,209G000648,2013 Ghana - Oil-Gas (draft).xlsx,113E,Taxes on property,0.0
Tullow (Ghana) Ltd,2013,Oil,tullow_(ghana)_ltd2013oil,209G000648,2013 Ghana - Oil-Gas (draft).xlsx,114521E,Licence fees,116358.75
Tullow (Ghana) Ltd,2013,Oil,tullow_(ghana)_ltd2013oil,209G000648,2013 Ghana - Oil-Gas (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",106909371.56
Tullow (Ghana) Ltd,2013,Oil,tullow_(ghana)_ltd2013oil,209G000648,2013 Ghana - Oil-Gas (draft).xlsx,1415E1,Royalties,0.0
Kosmos Energy Ghana HC,2013,Oil,kosmos_energy_ghana_hc2013oil,209G000045,2013 Ghana - Oil-Gas (draft).xlsx,113E,Taxes on property,0.0
Kosmos Energy Ghana HC,2013,Oil,kosmos_energy_ghana_hc2013oil,209G000045,2013 Ghana - Oil-Gas (draft).xlsx,114521E,Licence fees,16953.9
Kosmos Energy Ghana HC,2013,Oil,kosmos_energy_ghana_hc2013oil,209G000045,2013 Ghana - Oil-Gas (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",55004842.0
Kosmos Energy Ghana HC,2013,Oil,kosmos_energy_ghana_hc2013oil,209G000045,2013 Ghana - Oil-Gas (draft).xlsx,1415E1,Royalties,0.0
Anardako (Ghana) Ltd,2013,Oil,anardako_(ghana)_ltd2013oil,824V062391,2013 Ghana - Oil-Gas (draft).xlsx,113E,Taxes on property,0.0
Anardako (Ghana) Ltd,2013,Oil,anardako_(ghana)_ltd2013oil,824V062391,2013 Ghana - Oil-Gas (draft).xlsx,114521E,Licence fees,0.0
Anardako (Ghana) Ltd,2013,Oil,anardako_(ghana)_ltd2013oil,824V062391,2013 Ghana - Oil-Gas (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",55071284.0
Anardako (Ghana) Ltd,2013,Oil,anardako_(ghana)_ltd2013oil,824V062391,2013 Ghana - Oil-Gas (draft).xlsx,1415E1,Royalties,0.0
Saltpond Oil Fields Ltd,2013,Oil,saltpond_oil_fields_ltd2013oil,P0001959115,2013 Ghana - Oil-Gas (draft).xlsx,113E,Taxes on property,0.0
Saltpond Oil Fields Ltd,2013,Oil,saltpond_oil_fields_ltd2013oil,P0001959115,2013 Ghana - Oil-Gas (draft).xlsx,114521E,Licence fees,555.0
Saltpond Oil Fields Ltd,2013,Oil,saltpond_oil_fields_ltd2013oil,P0001959115,2013 Ghana - Oil-Gas (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",0.0
Saltpond Oil Fields Ltd,2013,Oil,saltpond_oil_fields_ltd2013oil,P0001959115,2013 Ghana - Oil-Gas (draft).xlsx,1415E1,Royalties,171040.0
Sabre Oil & Gas Holdings Ltd,2013,Oil,sabre_oil_&_gas_holdings_ltd2013oil,724V043206,2013 Ghana - Oil-Gas (draft).xlsx,113E,Taxes on property,0.0
Sabre Oil & Gas Holdings Ltd,2013,Oil,sabre_oil_&_gas_holdings_ltd2013oil,724V043206,2013 Ghana - Oil-Gas (draft).xlsx,114521E,Licence fees,0.0
Sabre Oil & Gas Holdings Ltd,2013,Oil,sabre_oil_&_gas_holdings_ltd2013oil,724V043206,2013 Ghana - Oil-Gas (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",0.0
Sabre Oil & Gas Holdings Ltd,2013,Oil,sabre_oil_&_gas_holdings_ltd2013oil,724V043206,2013 Ghana - Oil-Gas (draft).xlsx,1415E1,Royalties,0.0
Petro SA,2013,Oil,petro_sa2013oil,V000333547X,2013 Ghana - Oil-Gas (draft).xlsx,113E,Taxes on property,0.0
Petro SA,2013,Oil,petro_sa2013oil,V000333547X,2013 Ghana - Oil-Gas (draft).xlsx,114521E,Licence fees,0.0
Petro SA,2013,Oil,petro_sa2013oil,V000333547X,2013 Ghana - Oil-Gas (draft).xlsx,1112E1,"Ordinary taxes on income, profits and capital gains",0.0
Petro SA,2013,Oil,petro_sa2013oil,V000333547X,2013 Ghana - Oil-Gas (draft).xlsx,1415E1,Royalties,0.0
